#,Kanji,Radical,# Strokes,Grade,Meaning,Readings
41,一 ,一 ,1,1,one ,イチ、イツ、ひと、ひと-つ
58,右 ,口 ,5,1,right (direction) ,ウ、ユウ、みぎ
61,雨 ,雨 ,8,1,rain ,ウ、あめ、（あま）
87,円 ,囗 ,4,1,"round, yen ",エン、まる-い
105,王 ,玉 ,4,1,king ,オウ
127,音 ,音 ,9,1,sound ,オン、イン、おと、ね
131,下 ,一 ,3,1,below ,カ、ゲ、した、しも、もと、さ-げる、さ-がる、くだ-る、くだ-す、くだ-さる、お-ろす、お-りる
133,火 ,火 ,4,1,fire ,カ、ひ、（ほ）
138,花 ,艸 ,7,1,flower ,カ、はな
196,貝 ,貝 ,7,1,shellfish ,かい
226,学 ,子 ,8,1,study ,ガク、まな-ぶ
305,気 ,气 ,6,1,feeling ,キ、ケ
359,九 ,乙 ,2,1,nine ,キュウ、ク、ここの、ここの-つ
365,休 ,人 ,6,1,rest ,キュウ、やす-む、やす-まる、やす-める
427,玉 ,玉 ,5,1,ball ,ギョク、たま
432,金 ,金 ,8,1,gold ,キン、コン、かね、（かな）
452,空 ,穴 ,8,1,sky ,クウ、そら、あ-く、あ-ける、から
513,月 ,月 ,4,1,"month, moon ",ゲツ、ガツ、つき
514,犬 ,犬 ,4,1,dog ,ケン、いぬ
516,見 ,見 ,7,1,see ,ケン、み-る、み-える、み-せる
576,五 ,二 ,4,1,five ,ゴ、いつ、いつ-つ
587,口 ,口 ,3,1,mouth ,コウ、ク、くち
623,校 ,木 ,10,1,school ,コウ
682,左 ,工 ,5,1,left (direction) ,サ、ひだり
744,三 ,一 ,3,1,three ,サン、み、み-つ、みっ-つ
745,山 ,山 ,3,1,mountain ,サン、やま
760,子 ,子 ,3,1,child ,シ、ス、こ
767,四 ,囗 ,5,1,four ,シ、よ、よ-つ、よっ-つ、よん
772,糸 ,糸 ,6,1,thread ,シ、いと
807,字 ,子 ,6,1,letter ,ジ、あざ
810,耳 ,耳 ,6,1,ear ,ジ、みみ
829,七 ,一 ,2,1,seven ,シチ、なな、なな-つ、（なの）
843,車 ,車 ,7,1,car ,シャ、くるま
863,手 ,手 ,4,1,hand ,シュ、て、（た）
907,十 ,十 ,2,1,ten ,ジュウ、ジッ、とお、と
926,出 ,凵 ,5,1,exit ,シュツ、（スイ）、で-る、だ-す
952,女 ,女 ,3,1,woman ,ジョ、ニョ、（ニョウ）、おんな、め
959,小 ,小 ,3,1,small ,ショウ、ちい-さい、こ、お
1009,上 ,一 ,3,1,up ,ジョウ、（ショウ）、うえ、（うわ）、かみ、あ-げる、あ-がる、のぼ-る、のぼ-せる、のぼ-す
1061,森 ,木 ,12,1,forest ,シン、もり
1070,人 ,人 ,2,1,person ,ジン、ニン、ひと
1081,水 ,水 ,4,1,water ,スイ、みず
1106,正 ,止 ,5,1,correct ,セイ、ショウ、ただ-しい、ただ-す、まさ
1107,生 ,生 ,5,1,life ,セイ、ショウ、い-きる、い-かす、い-ける、う-まれる、う-む、お-う、は-える、は-やす、き、なま
1115,青 ,靑 ,8,1,blue ,セイ、（ショウ）、あお、あお-い
1138,夕 ,夕 ,3,1,evening ,セキ、ゆう
1140,石 ,石 ,5,1,stone ,セキ、（シャク）、（コク）、いし
1141,赤 ,赤 ,7,1,red ,セキ、（シャク）、あか、あか-い、あか-らむ、あか-らめる
1166,千 ,十 ,3,1,thousand ,セン、ち
1167,川 ,巛 ,3,1,river ,セン、かわ
1170,先 ,儿 ,6,1,previous ,セン、さき
1219,早 ,日 ,6,1,early ,ソウ、（サッ）、はや-い、はや-まる、はや-める
1225,草 ,艸 ,9,1,grass ,ソウ、くさ
1263,足 ,足 ,7,1,foot ,ソク、あし、た-りる、た-る、た-す
1279,村 ,木 ,7,1,village ,ソン、むら
1312,大 ,大 ,3,1,large ,ダイ、タイ、おお、おお-きい、おお-いに
1348,男 ,田 ,7,1,male ,ダン、ナン、おとこ
1366,竹 ,竹 ,6,1,bamboo ,チク、たけ
1376,中 ,丨 ,4,1,middle ,チュウ、（ジュウ）、なか
1378,虫 ,虫 ,6,1,insect ,チュウ、むし
1396,町 ,田 ,7,1,town ,チョウ、まち
1472,天 ,大 ,4,1,heaven ,テン、あめ、（あま）
1480,田 ,田 ,5,1,rice paddy ,デン、た
1493,土 ,土 ,3,1,soil ,ド、ト、つち
1577,二 ,二 ,2,1,two ,ニ、ふた、ふた-つ
1583,日 ,日 ,4,1,day ,ニチ、ジツ、ひ、か
1584,入 ,入 ,2,1,enter ,ニュウ、い-る、い-れる、はい-る
1593,年 ,干 ,6,1,year ,ネン、とし
1630,白 ,白 ,5,1,white ,ハク、ビャク、しろ、（しら）、しろ-い
1647,八 ,八 ,2,1,eight ,ハチ、や、や-つ、やっ-つ、（よう）
1716,百 ,白 ,6,1,hundred ,ヒャク
1786,文 ,文 ,4,1,writing ,ブン、モン、ふみ
1876,木 ,木 ,4,1,tree ,ボク、モク、き、（こ）
1886,本 ,木 ,5,1,book ,ホン、もと
1926,名 ,口 ,6,1,name ,メイ、ミョウ、な
1947,目 ,目 ,5,1,eye ,モク、（ボク）、め、（ま）
2045,立 ,立 ,5,1,stand up ,リツ、（リュウ）、た-つ、た-てる
2074,力 ,力 ,2,1,power ,リョク、リキ、ちから
2076,林 ,木 ,8,1,woods ,リン、はやし
2125,六 ,八 ,4,1,six ,ロク、む、む-つ、むっ-つ、（むい）
46,引 ,弓 ,4,2,pull ,イン、ひ-く、ひ-ける
60,羽 ,羽 ,6,2,feather ,ウ、は、はね
67,雲 ,雨 ,12,2,cloud ,ウン、くも
95,園 ,囗 ,13,2,garden ,エン、その
98,遠 ,辵 ,13,2,far ,エン、（オン）、とお-い
137,何 ,人 ,7,2,what ,カ、なに、（なん）
144,科 ,禾 ,9,2,section ,カ
146,夏 ,夊 ,10,2,summer ,カ、（ゲ）、なつ
147,家 ,宀 ,10,2,house ,カ、ケ、いえ、や
159,歌 ,欠 ,14,2,song ,カ、うた、うた-う
167,画 ,田 ,8,2,tableau ,ガ、カク
173,回 ,囗 ,6,2,times ,カイ、（エ）、まわ-る、まわ-す
175,会 ,曰 ,6,2,association ,カイ、エ、あ-う
182,海 ,水 ,9,2,sea ,カイ、うみ
186,絵 ,糸 ,12,2,picture ,カイ、エ
197,外 ,夕 ,5,2,outside ,ガイ、ゲ、そと、ほか、はず-す、はず-れる
211,角 ,角 ,7,2,angle ,カク、かど、つの
228,楽 ,木 ,13,2,pleasure ,ガク、ラク、たの-しい、たの-しむ
234,活 ,水 ,9,2,active ,カツ
270,間 ,門 ,12,2,interval ,カン、ケン、あいだ、ま
292,丸 ,丶 ,3,2,circle ,ガン、まる、まる-い、まる-める
295,岩 ,山 ,8,2,boulder ,ガン、いわ
299,顔 ,頁 ,18,2,face ,ガン、かお
309,汽 ,水 ,7,2,steam ,キ
316,記 ,言 ,10,2,write down ,キ、しる-す
320,帰 ,止 ,10,2,return ,キ、かえ-る、かえ-す
362,弓 ,弓 ,3,2,"bow (archery, violin) ",キュウ、ゆみ
381,牛 ,牛 ,4,2,cow ,ギュウ、うし
391,魚 ,魚 ,11,2,fish ,ギョ、うお、さかな
398,京 ,亠 ,8,2,capital ,キョウ、ケイ
410,強 ,弓 ,11,2,strong ,キョウ、ゴウ、つよ-い、つよ-まる、つよ-める、し-いる
411,教 ,攴 ,11,2,teach ,キョウ、おし-える、おそ-わる
431,近 ,辵 ,7,2,near ,キン、ちか-い
469,兄 ,儿 ,5,2,older brother ,ケイ、（キョウ）、あに
471,形 ,彡 ,7,2,shape ,ケイ、ギョウ、かた、かたち
478,計 ,言 ,9,2,measure ,ケイ、はか-る、はか-らう
545,元 ,儿 ,4,2,origin ,ゲン、ガン、もと
548,言 ,言 ,7,2,say ,ゲン、ゴン、い-う、こと
551,原 ,厂 ,10,2,field ,ゲン、はら
558,戸 ,戶 ,4,2,door ,コ、と
559,古 ,口 ,5,2,old ,コ、ふる-い、ふる-す
578,午 ,十 ,4,2,noon ,ゴ
580,後 ,彳 ,9,2,behind ,ゴ、コウ、のち、うし-ろ、あと、おく-れる
584,語 ,言 ,14,2,language ,ゴ、かた-る、かた-らう
588,工 ,工 ,3,2,craft ,コウ、ク
589,公 ,八 ,4,2,public ,コウ、おおやけ
594,広 ,广 ,5,2,wide ,コウ、ひろ-い、ひろ-まる、ひろ-める、ひろ-がる、ひろ-げる
596,交 ,亠 ,6,2,mix ,コウ、まじ-わる、まじ-える、ま-じる、ま-ざる、ま-ぜる、か-う、か-わす
597,光 ,儿 ,6,2,ray ,コウ、ひか-る、ひかり
602,考 ,老 ,6,2,think ,コウ、かんが-える
603,行 ,行 ,6,2,go ,コウ、ギョウ、（アン）、い-く、ゆ-く、おこな-う
628,高 ,高 ,10,2,"tall, expensive ",コウ、たか-い、たか、たか-まる、たか-める
632,黄 ,黃 ,11,2,yellow ,コウ、オウ、き、（こ）
652,合 ,口 ,6,2,fit ,ゴウ、ガッ、（カッ）、あ-う、あ-わす、あ-わせる
659,谷 ,谷 ,7,2,valley ,コク、たに
661,国 ,囗 ,8,2,country ,コク、くに
662,黒 ,黑 ,11,2,black ,コク、くろ、くろ-い
670,今 ,人 ,4,2,now ,コン、キン、いま
693,才 ,手 ,3,2,genius ,サイ
706,細 ,糸 ,11,2,thin ,サイ、ほそ-い、ほそ-る、こま-か、こま-かい
723,作 ,人 ,7,2,make ,サク、サ、つく-る
753,算 ,竹 ,14,2,calculate ,サン
762,止 ,止 ,4,2,stop ,シ、と-まる、と-める
768,市 ,巾 ,5,2,market ,シ、いち
769,矢 ,矢 ,5,2,arrow ,シ、や
780,姉 ,女 ,8,2,older sister ,シ、あね
785,思 ,心 ,9,2,think ,シ、おも-う
790,紙 ,糸 ,10,2,paper ,シ、かみ
808,寺 ,寸 ,6,2,Buddhist temple ,ジ、てら
811,自 ,自 ,6,2,oneself ,ジ、シ、みずか-ら
818,時 ,日 ,10,2,time ,ジ、とき
832,室 ,宀 ,9,2,room ,シツ、むろ
842,社 ,示 ,7,2,company ,シャ、やしろ
861,弱 ,弓 ,10,2,weak ,ジャク、よわ-い、よわ-る、よわ-まる、よわ-める
869,首 ,首 ,9,2,neck ,シュ、くび
891,秋 ,禾 ,9,2,autumn ,シュウ、あき
898,週 ,辵 ,11,2,week ,シュウ
930,春 ,日 ,9,2,springtime ,シュン、はる
946,書 ,曰 ,10,2,write ,ショ、か-く
961,少 ,小 ,4,2,few ,ショウ、すく-ない、すこ-し
1020,場 ,土 ,12,2,place ,ジョウ、ば
1029,色 ,色 ,6,2,color ,ショク、シキ、いろ
1031,食 ,食 ,9,2,"eat, meal ",ショク、（ジキ）、く-う、く-らう、た-べる
1041,心 ,心 ,4,2,heart ,シン、こころ
1065,新 ,斤 ,13,2,new ,シン、あたら-しい、あら-た、にい
1069,親 ,見 ,16,2,parent ,シン、おや、した-しい、した-しむ
1080,図 ,囗 ,7,2,diagram ,ズ、ト、はか-る
1097,数 ,攴 ,13,2,number ,スウ、（ス）、かず、かぞ-える
1109,西 ,襾 ,6,2,west ,セイ、サイ、にし
1110,声 ,耳 ,7,2,voice ,セイ、（ショウ）、こえ、（こわ）
1118,星 ,日 ,9,2,star ,セイ、（ショウ）、ほし
1126,晴 ,日 ,12,2,clear up ,セイ、は-れる、は-らす
1154,切 ,刀 ,4,2,cut ,セツ、（サイ）、き-る、き-れる
1160,雪 ,雨 ,11,2,snow ,セツ、ゆき
1180,船 ,舟 ,11,2,boat ,セン、ふね、（ふな）
1190,線 ,糸 ,15,2,line ,セン
1197,前 ,刀 ,9,2,in front ,ゼン、まえ
1211,組 ,糸 ,11,2,association ,ソ、く-む、くみ
1221,走 ,走 ,7,2,run ,ソウ、はし-る
1285,多 ,夕 ,6,2,many ,タ、おお-い
1293,太 ,大 ,4,2,thick ,タイ、タ、ふと-い、ふと-る
1295,体 ,骨 ,7,2,body ,タイ、テイ、からだ
1314,台 ,至 ,5,2,pedestal ,ダイ、タイ
1355,地 ,土 ,6,2,ground ,チ、ジ
1356,池 ,水 ,6,2,pond ,チ、いけ
1357,知 ,矢 ,8,2,know ,チ、し-る
1373,茶 ,艸 ,9,2,tea ,チャ、サ
1384,昼 ,日 ,9,2,daytime ,チュウ、ひる
1397,長 ,長 ,8,2,long ,チョウ、なが-い
1405,鳥 ,鳥 ,11,2,bird ,チョウ、とり
1406,朝 ,月 ,12,2,morning ,チョウ、あさ
1418,直 ,目 ,8,2,straight ,チョク、ジキ、ただ-ちに、なお-す、なお-る
1430,通 ,辵 ,10,2,pass through ,ツウ、（ツ）、とお-る、とお-す、かよ-う
1440,弟 ,弓 ,7,2,younger brother ,テイ、（ダイ）、（デ）、おとうと
1474,店 ,广 ,8,2,shop ,テン、みせ
1475,点 ,黑 ,9,2,point ,テン
1483,電 ,雨 ,13,2,electricity ,デン
1498,刀 ,刀 ,2,2,sword ,トウ、かたな
1499,冬 ,冫 ,5,2,winter ,トウ、ふゆ
1501,当 ,田 ,6,2,hit ,トウ、あ-たる、あ-てる
1504,東 ,木 ,8,2,east ,トウ、ひがし
1524,答 ,竹 ,12,2,answer ,トウ、こた-える、こた-え
1531,頭 ,頁 ,16,2,head ,トウ、ズ、（ト）、あたま、かしら
1536,同 ,口 ,6,2,same ,ドウ、おな-じ
1542,道 ,辵 ,12,2,road ,ドウ、（トウ）、みち
1556,読 ,言 ,14,2,read ,ドク、トク、（トウ）、よ-む
1570,内 ,入 ,4,2,inside ,ナイ、（ダイ）、うち
1574,南 ,十 ,9,2,south ,ナン、（ナ）、みなみ
1581,肉 ,肉 ,6,2,meat ,ニク
1609,馬 ,馬 ,10,2,horse ,バ、うま、（ま）
1622,売 ,貝 ,7,2,sell ,バイ、う-る、う-れる
1628,買 ,貝 ,12,2,buy ,バイ、か-う
1639,麦 ,麥 ,7,2,wheat ,バク、むぎ
1656,半 ,十 ,5,2,half ,ハン、なか-ば
1680,番 ,田 ,12,2,one's turn ,バン
1738,父 ,父 ,4,2,father ,フ、ちち
1764,風 ,風 ,9,2,wind ,フウ、（フ）、かぜ、（かざ）
1785,分 ,刀 ,4,2,"part, minute of time ",ブン、フン、ブ、わ-ける、わ-かれる、わ-かる、わ-かつ
1787,聞 ,耳 ,14,2,hear ,ブン、モン、き-く、き-こえる
1801,米 ,米 ,6,2,rice ,ベイ、マイ、こめ
1817,歩 ,止 ,8,2,walk ,ホ、ブ、（フ）、ある-く、あゆ-む
1823,母 ,毋 ,5,2,mother ,ボ、はは
1829,方 ,方 ,4,2,direction ,ホウ、かた
1875,北 ,匕 ,5,2,north ,ホク、きた
1895,毎 ,毋 ,6,2,every ,マイ
1896,妹 ,女 ,8,2,younger sister ,マイ、いもうと
1906,万 ,艸 ,3,2,ten thousand ,マン、バン
1928,明 ,日 ,8,2,bright ,メイ、ミョウ、あ-かり、あか-るい、あか-るむ、あか-らむ、あき-らか、あ-ける、あ-く、あ-くる、あ-かす
1933,鳴 ,鳥 ,14,2,chirp ,メイ、な-く、な-る、な-らす
1941,毛 ,毛 ,4,2,hair ,モウ、け
1949,門 ,門 ,8,2,gates ,モン、かど
1953,夜 ,夕 ,8,2,night ,ヤ、よ、よる
1954,野 ,里 ,11,2,field ,ヤ、の
1971,友 ,又 ,4,2,friend ,ユウ、とも
1992,用 ,用 ,5,2,use ,ヨウ、もち-いる
2012,曜 ,日 ,18,2,day of the week ,ヨウ
2022,来 ,人 ,7,2,come ,ライ、く-る、きた-る、きた-す
2037,里 ,里 ,7,2,village ,リ、さと
2038,理 ,玉 ,11,2,reason ,リ
2130,話 ,言 ,13,2,talk ,ワ、はな-す、はなし
6,悪 ,心 ,11,3,bad ,アク、オ、わる-い
12,安 ,宀 ,6,3,cheap ,アン、やす-い
14,暗 ,日 ,13,3,dark ,アン、くら-い
19,医 ,酉 ,7,3,medicine ,イ
21,委 ,女 ,8,3,committee ,イ、ゆだ-ねる
33,意 ,心 ,13,3,idea ,イ
40,育 ,肉 ,8,3,nurture ,イク、そだ-つ、そだ-てる、はぐく-む
51,員 ,口 ,10,3,member ,イン
52,院 ,阜 ,10,3,institution ,イン
55,飲 ,食 ,12,3,drink ,イン、の-む
66,運 ,辵 ,12,3,carry ,ウン、はこ-ぶ
69,泳 ,水 ,8,3,swim ,エイ、およ-ぐ
82,駅 ,馬 ,14,3,station ,エキ
107,央 ,大 ,5,3,center ,オウ
117,横 ,木 ,15,3,side ,オウ、よこ
119,屋 ,尸 ,9,3,roof ,オク、や
129,温 ,水 ,12,3,warm ,オン、あたた-か、あたた-かい、あたた-まる、あたた-める
132,化 ,匕 ,4,3,change ,カ、ケ、ば-ける、ば-かす
148,荷 ,艸 ,10,3,luggage ,カ、に
183,界 ,田 ,9,3,world ,カイ
187,開 ,門 ,12,3,open ,カイ、ひら-く、ひら-ける、あ-く、あ-ける
188,階 ,阜 ,12,3,floor of a building ,カイ
263,寒 ,宀 ,12,3,cold ,カン、さむ-い
275,感 ,心 ,13,3,feeling ,カン
276,漢 ,水 ,13,3,China ,カン
285,館 ,食 ,16,3,public building ,カン、やかた
294,岸 ,山 ,8,3,beach ,ガン、きし
317,起 ,走 ,10,3,wake up ,キ、お-きる、お-こる、お-こす
328,期 ,月 ,12,3,period of time ,キ、（ゴ）
355,客 ,宀 ,9,3,guest ,キャク、カク
370,究 ,穴 ,7,3,research ,キュウ、きわ-める
372,急 ,心 ,9,3,hurry ,キュウ、いそ-ぐ
373,級 ,糸 ,9,3,rank ,キュウ
375,宮 ,宀 ,10,3,Shinto shrine ,キュウ、グウ、（ク）、みや
377,球 ,玉 ,11,3,sphere ,キュウ、たま
382,去 ,厶 ,5,3,leave ,キョ、コ、さ-る
414,橋 ,木 ,16,3,bridge ,キョウ、はし
422,業 ,木 ,13,3,business ,ギョウ、ゴウ、わざ
424,曲 ,曰 ,6,3,musical composition ,キョク、ま-がる、ま-げる
425,局 ,尸 ,7,3,office ,キョク
444,銀 ,金 ,14,3,silver ,ギン
445,区 ,匸 ,4,3,ward ,ク
447,苦 ,艸 ,8,3,suffer ,ク、くる-しい、くる-しむ、くる-しめる、にが-い、にが-る
449,具 ,八 ,8,3,tool ,グ
462,君 ,口 ,7,3,you ,クン、きみ
475,係 ,人 ,9,3,person in charge ,ケイ、かか-る、かかり
487,軽 ,車 ,12,3,light ,ケイ、かる-い、かろ-やか
508,血 ,血 ,6,3,blood ,ケツ、ち
509,決 ,水 ,7,3,decide ,ケツ、き-める、き-まる
520,研 ,石 ,9,3,sharpen ,ケン、と-ぐ
521,県 ,糸 ,9,3,prefecture ,ケン
569,庫 ,广 ,10,3,warehouse ,コ、（ク）
570,湖 ,水 ,12,3,lake ,コ、みずうみ
598,向 ,口 ,6,3,over there ,コウ、む-く、む-ける、む-かう、む-こう
610,幸 ,干 ,8,3,happiness ,コウ、さいわ-い、さち、しあわ-せ
635,港 ,水 ,12,3,harbor ,コウ、みなと
651,号 ,虍 ,5,3,number ,ゴウ
674,根 ,木 ,10,3,root ,コン、ね
704,祭 ,示 ,11,3,festival ,サイ、まつ-る、まつ-り
743,皿 ,皿 ,5,3,dish ,さら
764,仕 ,人 ,5,3,do ,シ、（ジ）、つか-える
771,死 ,歹 ,6,3,death ,シ、し-ぬ
777,使 ,人 ,8,3,use ,シ、つか-う
779,始 ,女 ,8,3,begin ,シ、はじ-める、はじ-まる
786,指 ,手 ,9,3,finger ,シ、ゆび、さ-す
795,歯 ,齒 ,12,3,tooth ,シ、は
798,詩 ,言 ,13,3,poem ,シ
809,次 ,欠 ,6,3,next ,ジ、シ、つ-ぐ、つぎ
814,事 ,亅 ,8,3,abstract thing ,ジ、（ズ）、こと
817,持 ,手 ,9,3,hold ,ジ、も-つ
826,式 ,弋 ,6,3,style ,シキ
839,実 ,宀 ,8,3,truth ,ジツ、み、みの-る
841,写 ,宀 ,5,3,copy ,シャ、うつ-す、うつ-る
845,者 ,老 ,8,3,someone ,シャ、もの
864,主 ,丶 ,5,3,master ,シュ、（ス）、ぬし、おも
865,守 ,宀 ,6,3,protect ,シュ、（ス）、まも-る、も-り
867,取 ,又 ,8,3,take ,シュ、と-る
872,酒 ,酉 ,10,3,alcoholic drink ,シュ、さけ、（さか）
877,受 ,又 ,8,3,accept ,ジュ、う-ける、う-かる
885,州 ,巛 ,6,3,state ,シュウ、す
890,拾 ,手 ,9,3,pick up ,シュウ、ジュウ、ひろ-う
895,終 ,糸 ,11,3,end ,シュウ、お-わる、お-える
897,習 ,羽 ,11,3,learn ,シュウ、なら-う
901,集 ,隹 ,12,3,collect ,シュウ、あつ-まる、あつ-める、つど-う
910,住 ,人 ,7,3,dwelling ,ジュウ、す-む、す-まう
912,重 ,里 ,9,3,heavy ,ジュウ、チョウ、え、おも-い、かさ-ねる、かさ-なる
920,宿 ,宀 ,11,3,inn ,シュク、やど、やど-る、やど-す
945,所 ,戶 ,8,3,place ,ショ、ところ
948,暑 ,日 ,12,3,hot ,ショ、あつ-い
954,助 ,力 ,7,3,help ,ジョ、たす-ける、たす-かる、すけ
973,昭 ,日 ,9,3,shining ,ショウ
976,消 ,水 ,10,3,extinguish ,ショウ、き-える、け-す
982,商 ,口 ,11,3,sell ,ショウ、あきな-う
984,章 ,立 ,11,3,chapter ,ショウ
987,勝 ,力 ,12,3,win ,ショウ、か-つ、まさ-る
1014,乗 ,丿 ,9,3,ride ,ジョウ、の-る、の-せる
1032,植 ,木 ,12,3,plant ,ショク、う-える、う-わる
1042,申 ,田 ,5,3,say ,シン、もう-す
1046,身 ,身 ,7,3,body ,シン、み
1051,神 ,示 ,9,3,god ,シン、ジン、かみ、（かん）、（こう）
1056,真 ,目 ,10,3,true ,シン、ま
1058,深 ,水 ,11,3,deep ,シン、ふか-い、ふか-まる、ふか-める
1060,進 ,辵 ,11,3,advance ,シン、すす-む、すす-める
1105,世 ,一 ,5,3,world ,セイ、セ、よ
1135,整 ,攴 ,16,3,put in order ,セイ、ととの-える、ととの-う
1142,昔 ,日 ,8,3,long ago ,セキ、（シャク）、むかし
1196,全 ,入 ,6,3,whole ,ゼン、まった-く、すべ-て
1223,相 ,目 ,9,3,mutual ,ソウ、ショウ、あい
1226,送 ,辵 ,9,3,send ,ソウ、おく-る
1243,想 ,心 ,13,3,concept ,ソウ、（ソ）
1266,息 ,心 ,10,3,breath ,ソク、いき
1268,速 ,辵 ,10,3,fast ,ソク、はや-い、はや-める、はや-まる、すみ-やか
1272,族 ,方 ,11,3,tribe ,ゾク
1284,他 ,人 ,5,3,other ,タ、ほか
1287,打 ,手 ,5,3,hit ,ダ、う-つ
1294,対 ,寸 ,7,3,opposite ,タイ、ツイ
1297,待 ,彳 ,9,3,wait ,タイ、ま-つ
1313,代 ,人 ,5,3,substitute ,ダイ、タイ、か-わる、か-える、よ、しろ
1315,第 ,竹 ,11,3,ordinal number prefix ,ダイ
1316,題 ,頁 ,18,3,topic ,ダイ
1337,炭 ,火 ,9,3,charcoal ,タン、すみ
1341,短 ,矢 ,12,3,short ,タン、みじか-い
1353,談 ,言 ,15,3,discuss ,ダン
1374,着 ,羊 ,12,3,wear ,チャク、（ジャク）、き-る、き-せる、つ-く、つ-ける
1383,注 ,水 ,8,3,pour ,チュウ、そそ-ぐ
1385,柱 ,木 ,9,3,pillar ,チュウ、はしら
1392,丁 ,一 ,2,3,ward ,チョウ、テイ
1399,帳 ,巾 ,11,3,account book ,チョウ
1415,調 ,言 ,15,3,investigate ,チョウ、しら-べる、ととの-う、ととの-える
1427,追 ,辵 ,9,3,follow ,ツイ、お-う
1441,定 ,宀 ,8,3,decide ,テイ、ジョウ、さだ-める、さだ-まる、さだ-か
1449,庭 ,广 ,10,3,garden ,テイ、にわ
1461,笛 ,竹 ,11,3,flute ,テキ、ふえ
1469,鉄 ,金 ,13,3,iron ,テツ
1478,転 ,車 ,11,3,revolve ,テン、ころ-がる、ころ-げる、ころ-がす、ころ-ぶ
1489,都 ,邑 ,11,3,metropolis ,ト、ツ、みやこ
1496,度 ,广 ,9,3,degrees ,ド、（ト）、（タク）、たび
1502,投 ,手 ,7,3,throw ,トウ、な-げる
1503,豆 ,豆 ,7,3,beans ,トウ、（ズ）、まめ
1510,島 ,山 ,10,3,island ,トウ、しま
1521,湯 ,水 ,12,3,hot water ,トウ、ゆ
1523,登 ,癶 ,12,3,climb ,トウ、ト、のぼ-る
1525,等 ,竹 ,12,3,class ,トウ、ひと-しい
1539,動 ,力 ,11,3,move ,ドウ、うご-く、うご-かす
1541,童 ,立 ,12,3,juvenile ,ドウ、わらべ
1602,農 ,辰 ,13,3,farming ,ノウ
1605,波 ,水 ,8,3,wave ,ハ、なみ
1617,配 ,酉 ,10,3,distribute ,ハイ、くば-る
1623,倍 ,人 ,10,3,double ,バイ
1643,箱 ,竹 ,15,3,box ,はこ
1645,畑 ,田 ,9,3,farm ,はた、はたけ
1649,発 ,癶 ,9,3,departure ,ハツ、ホツ
1655,反 ,又 ,4,3,anti- ,ハン、（ホン）、（タン）、そ-る、そ-らす
1663,坂 ,土 ,7,3,slope ,ハン、さか
1665,板 ,木 ,8,3,board ,ハン、バン、いた
1684,皮 ,皮 ,5,3,skin ,ヒ、かわ
1697,悲 ,心 ,12,3,sad ,ヒ、かな-しい、かな-しむ
1705,美 ,羊 ,9,3,beauty ,ビ、うつく-しい
1708,鼻 ,鼻 ,14,3,nose ,ビ、はな
1714,筆 ,竹 ,12,3,writing brush ,ヒツ、ふで
1717,氷 ,水 ,5,3,ice ,ヒョウ、こおり、ひ
1718,表 ,衣 ,8,3,express ,ヒョウ、おもて、あらわ-す、あらわ-れる
1725,秒 ,禾 ,9,3,second (part of time) ,ビョウ
1726,病 ,疒 ,10,3,sick ,ビョウ、（ヘイ）、や-む、やまい
1729,品 ,口 ,9,3,article ,ヒン、しな
1747,負 ,貝 ,9,3,lose ,フ、ま-ける、ま-かす、お-う
1761,部 ,邑 ,11,3,part ,ブ
1766,服 ,月 ,8,3,clothes ,フク
1770,福 ,示 ,13,3,luck ,フク
1777,物 ,牛 ,8,3,thing ,ブツ、モツ、もの
1789,平 ,干 ,5,3,flat ,ヘイ、ビョウ、たい-ら、ひら
1809,返 ,辵 ,7,3,return ,ヘン、かえ-す、かえ-る
1816,勉 ,力 ,10,3,exertion ,ベン
